"","day","mo","temp","dewp","wdsp","NUM_COLLISIONS"
"1753",4,4,57.4,32,5.8,0.610650887573964
"1754",5,4,48.1,38.3,6.5,0.686390532544379
"1755",6,4,54.6,47.8,2.4,0.74792899408284
"1756",7,4,51.4,48,6.6,0.816568047337278
"1757",2,4,51.8,48.4,3.8,0.65207100591716
"1758",1,4,53.7,37.3,4.3,0.611834319526627
"1759",3,4,54.2,42,2.7,0.640236686390533
"1760",4,4,51.8,48.3,9.8,0.855621301775148
"1761",5,4,55.1,53.9,6.8,0.745562130177515
"1762",6,4,61.4,57.8,1.7,0.814201183431953
"1764",2,4,75.1,57.1,4.2,0.782248520710059
"1765",1,4,62.6,43.9,5.4,0.556213017751479
"1766",3,5,57.2,49.7,4.2,0.756213017751479
"1767",4,5,69.3,54.1,6.7,0.879289940828402
"1768",5,5,61.4,34.9,8.1,0.844970414201183
"1769",6,5,55,32.3,4.5,0.829585798816568
"1770",7,5,53.7,49.5,5.7,0.918343195266272
"1771",2,5,59.7,55.6,4.3,0.810650887573965
"1772",1,5,52.6,43.1,4.5,0.608284023668639
"1773",3,5,50.3,32.6,5.9,0.755029585798817
"1774",4,5,53.3,33.1,4.1,0.770414201183432
"1775",5,5,56.9,38,2.8,0.790532544378698
"1776",6,5,53.5,37.1,2.8,0.811834319526627
"1777",7,5,54.1,42.1,3.5,0.966863905325444
"1778",2,5,50.5,46.5,6.3,0.808284023668639
"1779",1,5,52.8,44.6,5.3,0.749112426035503
"1780",3,5,59.1,41.6,7.9,0.862721893491124
"1781",4,5,66.2,44.1,4.5,0.821301775147929
"1782",5,5,76,53.2,4.2,0.89112426035503
"1785",2,5,63.4,46,5.2,0.724260355029586
"1786",1,5,59.3,39,2.6,0.731360946745562
"1787",3,5,56.7,51.8,2.7,0.850887573964497
"1788",4,5,62.2,52.9,2.3,0.779881656804734
"1789",5,5,62.3,50.9,3.2,0.758579881656805
"1790",6,5,57.6,54.2,6.8,0.87810650887574
"1791",7,5,62.1,55.6,5.5,0.918343195266272
"1792",2,5,66.2,54.2,3.2,0.562130177514793
"1793",1,5,63.8,55.8,3.3,0.56094674556213
"1794",3,5,58.2,53.1,4.5,0.43905325443787
"1795",4,5,57.1,53.5,2.3,0.765680473372781
"1796",5,5,63.1,58.6,1.8,0.791715976331361
"1797",6,6,68.4,54.9,3.1,0.77396449704142
"1798",7,6,68,43.2,4,0.872189349112426
"1799",2,6,64.3,41.3,3.1,0.753846153846154
"1800",1,6,63.3,45.2,1.6,0.553846153846154
"1801",3,6,62.5,58.8,3.6,0.776331360946746
"1802",4,6,56.8,54,6,0.781065088757396
"1803",5,6,57.8,47.4,4.7,0.798816568047337
"1804",6,6,62,49.5,2.5,0.781065088757396
"1805",7,6,66,46.8,4.1,0.911242603550296
"1806",2,6,75.7,53.2,3.3,0.78698224852071
"1807",1,6,81.3,59.3,4,0.830769230769231
"1808",3,6,84,60.8,3.9,0.951479289940828
"1809",4,6,86,62.7,2.8,0.981065088757396
"1810",5,6,77.4,63.3,4.3,0.892307692307692
"1811",6,6,70.1,51.6,3.3,0.912426035502959
"1812",7,6,66.1,59.2,4.6,0.777514792899408
"1813",2,6,68.7,65.5,2.5,0.77396449704142
"1814",1,6,75.9,70.8,2.5,0.701775147928994
"1815",3,6,79.3,72.1,3.4,0.969230769230769
"1816",4,6,75.3,63,4.2,0.962130177514793
"1817",5,6,77.5,58.3,4.2,0.880473372781065
"1818",6,6,75.8,59.2,1.9,1
"1819",7,6,79.7,70.5,3.8,0.938461538461538
"1820",2,6,77.8,65.9,5,0.89112426035503
"1821",1,6,76.1,58,2.1,0.698224852071006
"1822",3,6,72.4,51,3.5,0.791715976331361
"1823",4,6,70,54.5,2.4,0.895857988165681
"1824",5,6,69.7,49.1,4.3,0.863905325443787
"1825",6,6,74.6,58,4.6,0.907692307692308
"1826",7,6,79.3,64.8,4.9,0.884023668639053
"1827",2,7,79,70.2,4,0.70414201183432
"1828",1,7,77.8,66.8,3.9,0.635502958579882
"1829",3,7,80.4,62.7,2.7,0.730177514792899
"1830",4,7,76.7,60.1,2.4,0.501775147928994
"1831",5,7,76.7,57.7,3.9,0.835502958579882
"1832",6,7,72.9,59.1,3.2,0.723076923076923
"1833",7,7,72.9,66.5,4.5,0.797633136094675
"1834",2,7,75.7,67.2,3.2,0.692307692307692
"1835",1,7,75.2,54.9,3.1,0.605917159763314
"1836",3,7,76.3,57.6,2.9,0.789349112426035
"1837",4,7,78.8,67.9,2.9,0.755029585798817
"1838",5,7,82.3,69.4,3.6,0.801183431952663
"1839",6,7,83,70.7,4.6,0.898224852071006
"1840",7,7,69.7,66.3,4,0.836686390532544
"1841",2,7,73.8,65.9,3.4,0.768047337278106
"1842",1,7,76.8,62,2.5,0.609467455621302
"1843",3,7,78.2,66.8,2.1,0.756213017751479
"1844",4,7,79.6,69.5,1.9,0.835502958579882
"1845",5,7,83.2,68.3,3.5,0.884023668639053
"1846",6,7,85.7,67.8,2.1,0.915976331360947
"1847",7,7,82.5,66.8,3.1,0.867455621301775
"1848",2,7,83.8,65,2.5,0.766863905325444
"1849",1,7,74.6,69.9,2,0.655621301775148
"1850",3,7,69.3,64.4,5.7,0.733727810650888
"1851",4,7,65.8,59,4.7,0.70414201183432
"1852",5,7,69.7,56.9,4,0.751479289940828
"1853",6,7,70.8,62.7,2.4,0.72189349112426
"1854",7,7,76.8,68.1,1.3,0.810650887573965
"1855",2,7,72.9,56.2,8.2,0.605917159763314
"1856",1,7,72.4,51.4,4.4,0.717159763313609
"1857",3,7,76.1,56.5,1.9,0.776331360946746
"1858",4,8,80.2,61.7,1.8,0.834319526627219
"1859",5,8,77.6,67.4,1.7,0.731360946745562
"1860",6,8,75.2,66.4,1.4,0.843786982248521
"1861",7,8,76.8,67.2,3.1,0.897041420118343
"1862",2,8,74.6,67.6,4.1,0.67810650887574
"1863",1,8,70.2,52.8,3.8,0.614201183431953
"1864",3,8,68,59.9,2.4,0.717159763313609
"1865",4,8,69.4,62.7,2.4,0.746745562130178
"1866",5,8,74,57.5,1.1,0.775147928994083
"1867",6,8,75.3,60.2,2.1,0.769230769230769
"1868",7,8,74.3,58.5,2.4,0.775147928994083
"1869",2,8,71,65.2,2.1,0.622485207100592
"1870",1,8,76.1,64.9,3.7,0.666272189349112
"1871",3,8,75.4,61.8,1.9,0.712426035502959
"1872",4,8,72.1,68.4,1.2,0.68284023668639
"1873",5,8,76,66.3,1.5,0.710059171597633
"1874",6,8,75.7,59.6,2.7,0.756213017751479
"1875",7,8,76.4,72.7,2,0.724260355029586
"1876",2,8,77.9,68.2,2.5,0.755029585798817
"1877",1,8,76.6,60.7,4.2,0.636686390532544
"1878",3,8,77.9,62.7,2.2,0.742011834319527
"1879",4,8,80.6,71.3,4.5,0.809467455621302
"1880",5,8,76.4,62.6,4.9,0.744378698224852
"1881",6,8,72.9,52,2.4,0.746745562130178
"1882",7,8,70.5,53.5,2.1,0.749112426035503
"1883",2,8,70,48.9,3.1,0.674556213017751
"1884",1,8,69.2,48.7,3.9,0.589349112426035
"1885",3,8,69,53.4,4.7,0.69112426035503
"1886",4,8,65.7,57.5,7.2,0.726627218934911
"1887",5,8,67.1,55.4,5.1,0.794082840236686
"1888",6,8,72.1,57.6,3.5,0.731360946745562
"1889",7,9,64.3,41.7,3.9,0.805917159763314
"1890",2,9,61.9,45.4,4.4,0.66508875739645
"1891",1,9,62.1,59.3,4.8,0.61301775147929
"1892",3,9,69.3,57,4.5,0.629585798816568
"1893",4,9,75.6,64.4,3.5,0.836686390532544
"1894",5,9,67.8,62.1,2.4,0.719526627218935
"1895",6,9,64.4,57.2,3.9,0.93491124260355
"1896",7,9,64.9,49.6,2.6,0.875739644970414
"1897",2,9,62,48.3,4.2,0.719526627218935
"1898",1,9,63.7,49.1,5,0.630769230769231
"1899",3,9,65.4,48.3,1.9,0.869822485207101
"1900",4,9,69,53.5,0.8,0.804733727810651
"1901",5,9,71.4,59.5,2,0.873372781065089
"1902",6,9,74,67.3,2.1,0.861538461538462
"1903",7,9,74.2,63.3,2,0.978698224852071
"1904",2,9,74.6,67.6,2.3,0.737278106508876
"1905",1,9,73.2,66.6,2.4,0.693491124260355
"1906",3,9,70.7,65.3,4.7,0.795266272189349
"1907",4,9,72.3,65.4,8,0.782248520710059
"1908",5,9,74.2,64,6.8,0.689940828402367
"1909",6,9,75.4,63.1,4.4,0.633136094674556
"1910",7,9,74.3,54,5.9,0.726627218934911
"1911",2,9,76.7,52.8,5.2,0.746745562130178
"1912",1,9,78.5,60.2,1.3,0.694674556213018
"1913",3,9,78.6,64.4,2.3,0.859171597633136
"1914",4,9,73.8,65.3,2.2,0.776331360946746
"1915",5,9,76,68.1,3.4,0.823668639053254
"1916",6,9,73.9,59.2,4.6,0.875739644970414
"1917",7,9,61.5,43.6,2.7,0.895857988165681
"1918",2,9,60.2,47.8,4.1,0.650887573964497
"1919",1,10,58.3,44.3,3.8,0.675739644970414
"1920",3,10,61.4,41.7,2.3,0.874556213017751
"1921",4,10,62.5,49.2,2.5,0.81301775147929
"1922",5,10,64,52,3.7,0.841420118343195
"1923",6,10,71.7,58.2,4.9,0.777514792899408
"1924",7,10,73.3,61.9,2.8,0.768047337278106
"1925",2,10,72.5,64.8,2.6,0.674556213017751
"1926",1,10,73.9,69.7,4.5,0.616568047337278
"1927",3,10,73.9,71.5,3.5,0.646153846153846
"1928",4,10,73.8,63.7,3.3,0.90887573964497
"1929",5,10,69.7,58.7,4.2,0.743195266272189
"1930",6,10,60.7,52.3,7.2,0.713609467455621
"1931",7,10,58.3,48.5,5.7,0.778698224852071
"1932",2,10,65.5,60.6,3.1,0.671005917159763
"1933",1,10,68.7,62.4,3.1,0.58698224852071
"1934",3,10,61,48.7,5.3,0.758579881656805
"1935",4,10,49.8,32.2,3.6,0.871005917159763
"1936",5,10,58.5,40.8,3.2,0.872189349112426
"1937",6,10,63.2,44.6,4.1,0.906508875739645
"1938",7,10,64.8,39.1,4,0.97396449704142
"1939",2,10,65.5,37.6,1.7,0.689940828402367
"1940",1,10,66,46.9,1.6,0.624852071005917
"1941",3,10,66.7,59.7,2.9,0.791715976331361
"1942",4,10,69.7,65.5,6.5,0.810650887573965
"1943",5,10,63.2,53.4,1.6,0.766863905325444
"1944",6,10,56.2,40,4.9,0.778698224852071
"1945",7,10,53.8,36.4,3.6,0.898224852071006
"1946",2,10,60.7,47.4,3.8,0.727810650887574
"1947",1,10,63.1,61.2,5,0.725443786982249
"1948",3,10,55.6,46.7,7.6,0.984615384615385
"1949",4,10,52,33.2,5.3,0.823668639053254
"1950",5,11,50,33.6,2.4,0.718343195266272
"1951",6,11,63.4,56.2,2.5,0.882840236686391
"1952",7,11,66.8,57.5,3.9,0.918343195266272
"1953",2,11,51.5,35.5,5.1,0.725443786982249
"1954",1,11,55,49.9,4.6,0.614201183431953
"1955",3,11,62.1,58.1,3.5,0.807100591715976
"1956",4,11,46,35.4,5.4,0.840236686390533
"1957",5,11,42.8,36.2,5.4,0.783431952662722
"1958",6,11,46.6,37.2,2.7,0.830769230769231
"1959",7,11,41.3,25,7.6,0.856804733727811
"1960",2,11,29.2,9.1,4.9,0.737278106508876
"1961",1,11,37.8,19.3,1.6,0.637869822485207
"1962",3,11,43.8,33.2,2.9,0.827218934911243
"1963",4,11,41.3,32.1,3.7,0.765680473372781
"1964",5,11,42.7,32,4.4,0.843786982248521
"1965",6,11,51.4,41.6,5.7,0.959763313609467
"1966",7,11,43.6,25,7.4,0.963313609467456
"1967",2,11,42.6,26.4,2.6,0.744378698224852
"1968",1,11,52.1,40.7,7.8,0.67810650887574
"1969",3,11,41.5,24.8,6.7,0.885207100591716
"1970",4,11,48,28.3,4,0.93491124260355
"1971",5,11,51,40.5,5.2,0.915976331360947
"1972",6,11,36.6,19.2,5.1,0.555029585798817
"1973",7,11,41.2,21.7,2.9,0.594082840236686
"1974",2,11,48.7,30.4,4.2,0.539644970414201
"1975",1,11,47.1,29,5.3,0.57396449704142
"1976",3,11,43.5,24.3,5.9,0.751479289940828
"1977",4,11,43.3,28.3,3.9,0.768047337278106
"1978",5,11,53.6,36.6,5.1,0.829585798816568
"1979",6,11,43.7,28.8,3.9,0.784615384615385
"1980",7,12,48.8,37.1,4.2,0.913609467455621
"1981",2,12,43.5,29,3.5,0.680473372781065
"1982",1,12,45.4,36.2,1.9,0.530177514792899
"1983",3,12,45.1,38.7,2.5,0.809467455621302
"1984",4,12,54.2,46.2,5.5,0.833136094674556
"1985",5,12,49.3,34.5,7.4,0.770414201183432
"1986",6,12,40.8,19.1,5.8,0.820118343195266
"1987",7,12,37.1,18.6,3.7,0.807100591715976
"1988",2,12,33.6,21.9,4.3,0.636686390532544
"1989",1,12,33,24.5,5,0.607100591715976
"1990",3,12,36.6,21.9,5.2,0.857988165680473
"1991",4,12,43.7,31.9,5.4,0.81301775147929
"1992",5,12,26.9,8.1,9.5,0.83905325443787
"1995",2,12,28.9,19,6,0.782248520710059
"1996",1,12,34.7,22.3,2.8,0.647337278106509
"1997",3,12,38.7,30.3,3.4,0.835502958579882
"1998",4,12,49.5,35.7,6,0.777514792899408
"1999",5,12,46,24.3,7.3,0.828402366863905
"2000",6,12,35.6,16.6,3.7,0.87810650887574
"2001",7,12,40,24.1,3.1,0.85207100591716
"2002",2,12,41.3,39.2,4.7,0.668639053254438
"2003",1,12,40,30.1,5.6,0.555029585798817
"2004",3,12,35.7,25.5,9.5,0.394082840236686
"2005",4,12,26.4,3.1,8.2,0.642603550295858
"2006",5,12,21.8,1.4,5.4,0.68284023668639
"2007",6,12,16.2,-3.4,6.8,0.720710059171598
"2008",7,12,15.4,-0.8,6.2,0.707692307692308
"2009",2,12,19.7,7.5,4.6,0.668639053254438
"2010",1,12,20.9,12.3,6.2,0.546745562130178
"2011",3,1,11.7,-4.6,7.3,0.536094674556213
"2012",4,1,17.9,2.8,7,0.77396449704142
"2013",5,1,21.6,2.1,3.5,0.763313609467456
"2014",6,1,25.7,14.6,9.1,0.549112426035503
"2015",7,1,14.9,-2.5,11.2,0.828402366863905
"2016",2,1,10.2,-9.4,9.7,0.70887573964497
"2017",1,1,9.7,-6.6,6.3,0.562130177514793
"2018",3,1,22.5,7.7,5.1,0.85207100591716
"2019",4,1,35.6,22.3,6.4,0.809467455621302
"2020",5,1,35.1,21,3.7,0.81301775147929
"2021",6,1,44.7,36.7,2.4,0.823668639053254
"2022",7,1,54.5,52.8,5.7,0.833136094674556
"2023",2,1,43.6,36.8,7.8,0.713609467455621
"2024",1,1,19.2,0.6,6.8,0.584615384615385
"2025",3,1,21.4,7.9,7.4,0.618934911242604
"2026",4,1,29.1,22.2,3.9,0.730177514792899
"2027",5,1,33.6,29.9,4.5,0.723076923076923
"2028",6,1,24.7,9.2,7,0.750295857988166
"2029",7,1,30.4,13.7,4.8,0.70887573964497
"2030",2,1,43.3,21.8,7.7,0.627218934911243
"2031",1,1,46,28.3,3.4,0.494674556213018
"2032",3,1,45.1,37,3.2,0.661538461538462
"2033",4,1,46.7,43.4,4.4,0.628402366863905
"2034",5,1,41.3,24.4,8.4,0.727810650887574
"2035",6,1,28.2,6.7,7.1,0.712426035502959
"2036",7,1,30.7,4.8,3.2,0.801183431952663
"2037",2,1,42.6,28.2,5.1,0.603550295857988
"2038",1,1,51.2,42.8,3.8,0.487573964497041
"2039",3,1,43.3,28.8,7,0.628402366863905
"2040",4,1,33.1,25.6,6.4,0.685207100591716
"2041",5,1,24.9,6.8,6,0.705325443786982
"2042",6,2,37.5,21.2,4.3,0.702958579881657
"2043",7,2,31.9,18.1,6.7,0.730177514792899
"2044",2,2,21.8,2.6,7.1,0.565680473372781
"2045",1,2,35.2,20.6,3.9,0.640236686390533
"2046",3,2,36.6,26,6.8,0.835502958579882
"2047",4,2,31,13.5,3.4,0.644970414201183
"2048",5,2,32.9,25,5.5,0.772781065088757
"2049",6,2,31,18.2,6,0.728994082840237
"2050",7,2,29.9,14.7,4.5,0.689940828402367
"2051",2,2,43,37.6,2.5,0.649704142011834
"2052",1,2,48.3,47.3,2.7,0.566863905325444
"2053",3,2,48.4,36.6,5.5,0.642603550295858
"2054",4,2,32.1,12.5,5,0.725443786982249
"2055",5,2,41.1,29.8,3.8,0.794082840236686
"2056",6,2,51,44.3,4.1,0.763313609467456
"2057",7,2,55.3,49.2,5,0.688757396449704
"2058",2,2,34.5,18.7,5.2,0.714792899408284
"2059",1,2,37.2,27.4,4.7,0.558579881656805
"2060",3,2,42.5,31.4,3.8,0.514792899408284
"2061",4,2,54.4,50.1,4.5,0.633136094674556
"2062",5,2,65.9,56.8,4.9,0.711242603550296
"2063",6,2,48.7,39,6.8,0.650887573964497
"2064",7,2,37.6,34.1,5.9,0.648520710059172
"2065",2,2,46.1,40.5,4.5,0.63905325443787
"2066",1,2,42.4,39.8,5.6,0.530177514792899
"2067",3,2,45.7,34.8,3.5,0.659171597633136
"2068",4,2,46.5,21,3.6,0.746745562130178
"2069",5,2,49.7,28.3,4.7,0.77396449704142
"2070",6,3,55.6,37.8,4.2,0.732544378698225
"2072",2,3,40.3,28,9.2,0.720710059171598
"2073",1,3,40.8,25.4,8.8,0.540828402366864
"2074",3,3,37,21.5,6.1,0.728994082840237
"2075",4,3,38.6,24.1,4.2,0.8
"2076",5,3,35.6,31.7,8.7,0.611834319526627
"2077",6,3,35.7,28,5.8,0.749112426035503
"2078",7,3,35.3,21.7,6.3,0.888757396449704
"2079",2,3,35.7,19.9,7.7,0.671005917159763
"2080",1,3,37.7,18.8,4.7,0.550295857988166
"2081",3,3,37.8,24.4,6.6,0.803550295857988
"2082",4,3,35.8,29.6,7.5,0.684023668639053
"2083",5,3,34.8,19.7,9.1,0.771597633136095
"2084",6,3,36.8,20.5,9.3,0.815384615384615
"2085",7,3,35.9,20.3,8.4,0.89112426035503
"2086",2,3,35.6,11.7,7.9,0.66508875739645
"2087",1,3,36.2,5.8,5.6,0.622485207100592
"2088",3,3,39.4,10.8,4.3,0.811834319526627
"2089",4,3,35,8.8,7.1,0.706508875739645
"2090",5,3,34.6,24.9,9.6,0.564497041420118
"2091",6,3,37.7,26.9,6.8,0.899408284023669
"2092",7,3,41.6,20.8,4.8,0.866272189349112
"2093",2,3,42,18.7,5.2,0.650887573964497
"2094",1,3,39.5,21.7,6.9,0.581065088757396
"2095",3,3,40.6,20.3,5.5,0.840236686390533
"2096",4,3,39.8,21.8,3.2,0.742011834319527
"2097",5,3,43.9,33.7,3.6,0.744378698224852
"2098",6,3,50.8,44.8,2.4,0.725443786982249
"2099",7,3,52.5,46.3,3.3,0.686390532544379
"2100",2,3,46.6,21.5,5.4,0.697041420118343
"2101",1,4,51.1,27.8,5.7,0.472189349112426
"2102",3,4,39.4,25.8,5.7,0.66508875739645
"2103",4,4,40.6,34.1,3.5,0.65207100591716
"2104",5,4,46.7,39,6,0.655621301775148
"2105",6,4,40.2,13.9,9.3,0.628402366863905
"2106",7,4,44.8,25,4.7,0.609467455621302
"2107",2,4,45.7,23.7,5.5,0.576331360946746
"2108",1,4,38.6,13.9,7.4,0.553846153846154
"2109",3,4,38,15.2,5.4,0.739644970414201
"2110",4,4,42.9,28.2,4.5,0.790532544378698
"2111",5,4,44.2,20.3,3.4,0.724260355029586
"2112",6,4,51.5,33.2,3.8,0.72189349112426
"2113",7,4,67.3,41.9,5.7,0.893491124260355
"2114",2,4,67.9,48.3,5,0.738461538461539
"2115",1,4,42.8,33.6,10.6,0.603550295857988
"2116",3,4,45.5,42,11.5,0.876923076923077
"2117",4,4,44.6,30.7,7.7,0.710059171597633
"2118",5,4,43.9,26,6.2,0.783431952662722
"2119",6,4,45,33.7,5.7,0.835502958579882
"2120",7,4,42,22.8,7.9,0.836686390532544
"2121",2,4,48.3,22.2,5.3,0.69112426035503
"2122",1,4,54.5,17.7,4.2,0.672189349112426
"2123",3,4,54.7,27.8,3.5,0.798816568047337
"2124",4,4,55.6,38.4,3.6,0.794082840236686
"2125",5,4,56.3,53.3,4.3,0.740828402366864
"2126",6,4,59.7,47.6,3.6,0.862721893491124
"2127",7,4,55.7,44.6,2.6,0.816568047337278
"2128",2,4,56.4,48.6,2.4,0.714792899408284
"2129",1,4,52.7,41.6,4,0.597633136094675
"2130",3,4,48,31.6,5.9,0.776331360946746
"2131",4,5,61.1,31,3.3,0.843786982248521
"2132",5,5,77,34.6,4.7,0.937278106508876
"2133",6,5,80.9,48.8,5.8,0.93491124260355
"2134",7,5,76.3,63.2,1.9,0.855621301775148
"2135",2,5,70.6,42.8,4.8,0.712426035502959
"2136",1,5,63.8,47.2,3.9,0.585798816568047
"2137",3,5,62.5,49.3,1.5,0.822485207100592
"2138",4,5,61.7,48.3,1.8,0.871005917159763
"2139",5,5,63,46.8,1.8,0.841420118343195
"2140",6,5,59.4,51.9,2.2,0.784615384615385
"2141",7,5,64.2,44.9,2.8,0.952662721893491
"2142",2,5,58,45.8,2.7,0.712426035502959
"2143",1,5,52.9,49.8,2.2,0.62603550295858
"2144",3,5,58,53.2,1.2,0.815384615384615
"2145",4,5,69.5,61.8,2.6,0.920710059171598
"2146",5,5,62.4,58.2,2.5,0.811834319526627
"2147",6,5,61.2,58.5,1.3,0.866272189349112
"2148",7,5,64.3,51.8,4.3,0.728994082840237
"2149",2,5,53.8,46,4.6,0.689940828402367
"2150",1,5,67.5,60.9,2.7,0.684023668639053
"2151",3,5,68.1,49.9,2.4,0.740828402366864
"2152",4,5,63,51.1,1,0.815384615384615
"2153",5,5,66.7,57.5,1.2,0.862721893491124
"2154",6,5,73.2,46.6,2.2,0.911242603550296
"2155",7,5,75.3,50.6,4.5,0.945562130177515
"2156",2,5,79.9,64.5,2.7,0.711242603550296
"2157",1,5,67.2,60.5,5.8,0.576331360946746
"2158",3,5,60.4,53.3,2.7,0.484023668639053
"2159",4,5,72.8,61.9,1.2,0.957396449704142
"2160",5,5,70,62.3,2.3,0.837869822485207
"2161",6,5,64.8,60.4,2,0.82603550295858
"2162",7,6,70.2,66.2,1,0.888757396449704
"2163",2,6,76.8,68.2,2.5,0.736094674556213
"2164",1,6,64,55.7,5.2,0.621301775147929
"2165",3,6,58.8,51.9,3.4,0.82603550295858
"2166",4,6,65.6,52.2,2.7,0.814201183431953
"2167",5,6,63.8,48.8,2.3,0.770414201183432
"2168",6,6,63.6,53.2,2.7,0.820118343195266
"2169",7,6,69.1,58.1,2.3,0.895857988165681
"2170",2,6,74.4,56.2,2.1,0.835502958579882
"2171",1,6,68.3,53.2,0.6,0.630769230769231
"2172",3,6,63.9,50.3,2.5,0.811834319526627
"2173",4,6,64.6,46.8,2.7,0.85207100591716
"2174",5,6,68.7,60.5,2.7,0.835502958579882
"2175",6,6,75.8,55.1,6.4,0.985798816568047
"2176",7,6,70.2,50.2,3.5,0.861538461538462
"2177",2,6,73.1,50.2,1.6,0.801183431952663
"2178",1,6,77.5,52.6,1.5,0.742011834319527
"2179",3,6,80.9,65.1,3.9,0.956213017751479
"2180",4,6,80.6,65.5,4.3,0.96094674556213
"2181",5,6,75.9,54.2,1.6,0.82603550295858
"2182",6,6,74,62.4,1.9,0.964497041420118
"2183",7,6,71,59.8,3.1,0.861538461538462
"2184",2,6,64.2,58.2,4.9,0.607100591715976
"2185",1,6,72.3,65,1.5,0.654437869822485
"2186",3,6,74.1,57.7,4.2,0.867455621301775
"2187",4,6,70.5,52.1,3.5,0.901775147928994
"2188",5,6,69.3,59.1,3,0.63905325443787
"2189",6,6,73.3,69.7,2.3,0.872189349112426
"2190",7,6,79,64.6,2.6,1
"2191",2,6,83.1,59.4,1.4,0.770414201183432
"2192",1,7,86.4,67.6,2.1,0.666272189349112
"2193",3,7,86.6,69.4,2.8,0.850887573964497
"2194",4,7,82.5,74.4,0.8,0.802366863905325
"2195",5,7,80.4,73,0.5,0.480473372781065
"2196",6,7,81,72.2,2.5,0.85207100591716
"2197",7,7,78.2,71,3.6,0.77396449704142
"2198",2,7,70.3,47.6,4.8,0.622485207100592
"2199",1,7,71.3,51.4,1.5,0.644970414201183
"2200",3,7,75.7,54.9,2.2,0.795266272189349
"2201",4,7,80.8,58.8,3.2,0.860355029585799
"2202",5,7,80.9,63.3,2.8,0.742011834319527
"2203",6,7,74.3,60.4,1,0.759763313609467
"2204",7,7,75.5,58.8,1.5,0.859171597633136
"2205",2,7,78.5,59.7,3,0.68284023668639
"2206",1,7,75.5,67.7,3.1,0.667455621301775
"2207",3,7,81.5,70.6,2.1,0.850887573964497
"2208",4,7,79.2,72,3,0.804733727810651
"2209",5,7,74.4,62.3,2.5,0.814201183431953
"2210",6,7,74.4,50.7,2.2,0.874556213017751
"2211",7,7,74.2,59.7,1.3,0.828402366863905
"2212",2,7,71.8,58.8,4.4,0.736094674556213
"2213",1,7,72.7,69.8,3.4,0.63905325443787
"2214",3,7,75.6,73.3,3.8,0.726627218934911
"2215",4,7,77.8,72.8,4.5,0.77396449704142
"2216",5,7,75.8,73,3.4,0.777514792899408
"2217",6,7,76.5,71,2.1,0.717159763313609
"2218",7,7,78.9,69.9,2.9,0.89112426035503
"2219",2,7,75.6,69,0.5,0.753846153846154
"2220",1,7,76.4,61.6,1.7,0.54792899408284
"2221",3,7,74.6,61.2,1.4,0.686390532544379
"2222",4,7,73,64.6,0.9,0.83905325443787
"2223",5,8,77.2,71.6,1.6,0.781065088757396
"2224",6,8,80.8,71.1,2.5,0.854437869822485
"2225",7,8,77,73.2,1.4,0.886390532544379
"2226",2,8,77.8,71.4,2,0.715976331360947
"2227",1,8,81.8,67.3,1.4,0.67810650887574
"2228",3,8,84.4,69.6,1.6,0.74792899408284
"2229",4,8,82.5,73.1,3,0.778698224852071
"2230",5,8,80.4,71,1.8,0.776331360946746
"2231",6,8,80.7,69.5,2.4,0.83905325443787
"2232",7,8,79.3,62.6,1.6,0.836686390532544
"2233",2,8,74.6,69.7,1.3,0.672189349112426
"2234",1,8,76,70.8,1.6,0.590532544378698
"2235",3,8,73.6,70.6,3.9,0.730177514792899
"2236",4,8,74.1,70.6,1.2,0.829585798816568
"2237",5,8,76.9,66.4,4.1,0.763313609467456
"2238",6,8,82,68.1,2.4,0.765680473372781
"2239",7,8,82.5,71.4,2.5,0.831952662721893
"2240",2,8,76.9,71.9,3.3,0.685207100591716
"2241",1,8,70.8,65.4,4.1,0.579881656804734
"2242",3,8,70.3,62.6,3.3,0.66508875739645
"2243",4,8,71.7,63.7,2.5,0.686390532544379
"2244",5,8,75.5,67.8,3.9,0.70887573964497
"2245",6,8,72.1,55.9,3.2,0.72189349112426
"2246",7,8,73,56.4,1.6,0.805917159763314
"2247",2,8,73.2,57.9,1.2,0.653254437869823
"2248",1,8,74.8,62.8,2.4,0.624852071005917
"2249",3,8,80.3,68.9,2.3,0.770414201183432
"2250",4,8,85.5,71.7,3.1,0.846153846153846
"2251",5,8,86.5,71.8,4.2,0.810650887573965
"2252",6,8,84.2,69.7,4.2,0.871005917159763
"2253",7,8,74.9,64.5,3,0.737278106508876
"2254",2,9,72.6,61.7,2.4,0.62603550295858
"2255",1,9,73.4,65.7,1.1,0.624852071005917
"2256",3,9,80.7,72.4,2.3,0.630769230769231
"2257",4,9,83.8,70,2.1,0.930177514792899
"2258",5,9,82,71.7,0.5,0.90887573964497
"2259",6,9,82.5,73,3.1,0.972781065088757
"2260",7,9,73.9,68.8,4.7,0.794082840236686
"2261",2,9,68.3,58.9,5.1,0.672189349112426
"2262",1,9,59.1,53.7,5.2,0.657988165680473
"2263",3,9,58.7,56.6,5.8,0.769230769230769
"2264",4,9,66.8,64.6,2.3,0.643786982248521
"2265",5,9,73.5,71.2,0.6,0.926627218934911
"2266",6,9,71.7,68.7,999.9,0.849704142011834
"2267",7,9,71.3,66.5,999.9,0.809467455621302
"2268",2,9,72,65.2,999.9,0.705325443786982
